,0-1,1-2,2-3,3-4,4-5,5-6
KIR3DP1,0.07277145626097836,0.3394181192535229,0.618116935397961
KIR2DS5,0.09518455245206578,0.6803895784776066,1.1068393847216755
KIR2DL3,0.10619147769714204,0.8942923606439792
KIR2DP1,0.10906686354171681,0.9179859366802242
KIR2DS3,0.0027757371436523026,0.8421704246284244,1.40021730536778,1.911338805947599
KIR2DS2,0.02524886610364185,0.8774895662603313
KIR2DL4,0.07277145626097836,0.5995979092680053,1.0636978660198526
KIR3DL1,0.02649180055239727,0.866671490648511
KIR3DS1,0.2563678737343204,0.9344950467555713,1.590347514871909
KIR2DL2,0.016688561088248805,0.6455347959555763
KIR3DL2,0.07277145626097836,0.8149210304146103,0.998994200932026
KIR2DS4,0.008760822422648265,0.8266234251177158
KIR2DL1,0.09644867596897053,0.769325692657364
KIR2DS1,0.05334386995725986,0.347434929242454
KIR2DL5,0.07668837446967652,0.6288460626522756,0.9079788202284771
